ein,env,geo,tradeassoc,name,p3orgpur,fisyr,ntee1,nteecc,state,zip5,ntee2007a,tradeassoc
751330225,9,,,"DENTON HUMANE SOCIETY, INC",ANIMAL WELFARE & RIGHTS,1998,D,D20,TX,76201,D20,
237331601,9,,,DES MOINES COUNTY HUMANE SOCIETY,OPERATION OF ANIMAL SHELTER AND ANIMAL ADOPTION PROGRAM,1998,D,D20,IA,52601,D20,
371422821,9,,,DESERT PAWS,TO AID IN THE PROTECTION AND CARE OF ANIMALS,2002,D,D20,CA,92262,D20,
956091645,9,,,DESERT SHELTER FOR ANIMALS,ANIMAL WELFARE,1998,D,D20,CA,92629,D20,
751433154,9,,,"D-FW HUMANE SOCIETY OF IRVING, INC.",PROVIDE SHELTER AND FIND HOMES FOR HOMELESS ANIMALS,1998,D,D20,TX,75061,D20,
30487322,9,,,"Diana's Cat Shelter, Inc.","TO SHELTER, RESCUE, & CARE FOR UNWANTED & STRAY CATS",2002,D,D20,NY,12404,D20,
841379938,9,,,Dixie Humane Society,Prevent neglect to animals,2001,D,D20,UT,84771,D20,
311562430,9,,,DIXON ANIMAL PROTECTION SOCIETY,ANIMAL RESCUE SPAY PROGRA,1999,D,D20,NM,87527,D20,
631064163,9,,,"DO DAH DAY, INC.",PREVENTION OF ANIMAL CRUELTY,1998,D,D20,AL,35255,D12,
591818893,9,,,"DOBERMAN RESCUE LEAGUE, INC.","SHELTER, CARE FOR HOMELESS DOBERMANS",2000,D,D20,FL,33307,D20,
752747301,9,,,"Doberman Rescue of North Texas, Inc",Rescue of at risk Doberman Pinshers,2002,D,D20,TX,75050,D20,
860763010,9,,,"DOING THINGS FOR ANIMALS, INC.",TO PROVIDE EDUCATION TO CAREGIVERS (AS A CHARITY TO CHARITIES),1998,D,D20,AZ,85372,D01,
911432244,9,,,DONEY MEMORIAL PET CLINIC,Senior Services,2000,D,D20,WA,98199,D40,
710893395,9,,,Double J. Pet Ranch Companions,Pet Adoption.,2003,D,D20,CO,80631,D20,
311623333,9,,,DRAKE SQUIRREL RESCUE,Squirrel rescue and treatment of injured.,2002,D,D20,CA,91030,D20,
841206822,9,,,DREAMPOWER ANIMAL RESCUE FOUNDATION,FINDING PERMANENT HOMES FOR ADOPTABLE ANIMALS,1999,D,D20,CO,80962,D20,
50388049,9,,,"EAST GREENWICH ANIMAL PROTECTION LEAGUE, INC.",CARE AND PLACEMENT OF HOMELESS CATS & DOGS,1999,D,D20,RI,2818,D20,
861020511,9,,,East Valley Bunny Rescue,"rescue, care & adoption of abused/abandoned rabbits",2003,D,D20,AZ,85208,D20,
26010400,9,,,EASTERN SLOPE ANMAL WELFARE LEAGUE,ANIMAL WELFARE & SHELTER,1998,D,D20,NH,3860,D20,
382209624,9,,,EATON COUNTY HUMANE SOCIETY,PROVIDE PROGRAMS FOR THE SUPPORT OF KINDNESS TO ANIMALS.,1999,D,D20,MI,48813,D20,
10586431,9,,,Eco-Animal Allies,Prevent cruelty to animals,2002,D,D20,MN,55408,D20,
371412111,9,,,"EDGAR COUNTY HUMANE ASSOCIATION, INC.","Charitable, educational and prevention of cruelty to animals.",2001,D,D20,IL,61944,D20,
237312883,9,,,EDGECOMBE - NASH HUMANE SOCIETY,Rescue & adoption of animal,2001,D,D20,NC,27802,D20,
597228485,9,,,Edna K McCarthy Trust FBO The Humane Society,Charitable Support,2003,D,D20,FL,33757,D20,
943023522,9,,,EL DORADO HUMANE SOCIETY,ANIMAL WELFARE AND ADOPTIONS,1998,D,D20,CA,95619,D20,
330595607,9,,,"ELEVAD, INC.",ADOPTION OF HOMELESS ANIMALS.,1998,D,D20,CA,92623,D20,
526185959,9,,,ELISE W. ULBRICHT ANNUITY TRUST,SUPPORT OF HUMANE SOCIETY,1998,D,D20,MD,21090,D11,
113468549,9,,,"ELSA'S ARK, INC.",ANIMAL WELFARE,2000,D,D20,NY,11937,D20,
631617521,9,,,"Engelschwein Farm, A Sanctuary",ANIMALS - PREVENTION OF CRUELTY.,2002,D,D20,TN,38582,D20,
593647313,9,,,ENGLEWOOD ANIMAL RESCUE SANCTUARY,"This corporation is organozed as a civic organization for the purpose of rescuing, housing, and caring for all unwanted domestic animals together with the providing of information to the general public on the need to spay/neuter and/or to adopt domestic a",2001,D,D20,FL,34223,D20,
20517118,9,,,EPONA EQUINE PROTECTION OF NORTH AMERICA,EQUINE PROTECTION,2000,D,D20,NH,3042,D20,
770389465,9,,,Equine Research Foundation,Cognitive & Behavioral Research,2003,D,D20,CA,95003,D20,
751941756,9,,,ERATH COUNTY HUMANE SOCIETY,OPERATING ANIMAL SHELTER,1998,D,D20,TX,76401,D20,
341410348,9,,,ERIE SHORES HUMANE SOCIETY,To provide care for stray cats & dogs,2001,D,D20,OH,44036,D20,
330262758,9,,,ESCONDIDO HUMANE SOCIETY FOUNDATION,SUPPORTS EXEMPT ENTITY,1998,D,D20,CA,92025,D20,
146029908,9,,,"ESTHERVILLE THE ALBERTA AND WINONICA MEMORIAL ANIMAL SHELTER, INC",PROVIDE CARE & PLACEMENT OF SICK/HOMELESS ANIMALS,1998,D,D20,NY,12833,D20,
930687193,9,,,EVERGREEN DOE HUMANE SOCIETY,ANIMAL HUMANE SOCIETY,1998,D,D20,OR,97128,D20,
43483627,9,,,"Eye of the Storm, Equine Rescue",Horse Rescue,2002,D,D20,MA,1775,G41,
911606075,9,,,F.L.O.C.K. FOR THE LOVE OF CATS AND KITTENS,TO CARE FOR STRANDED CATS.,1999,D,D20,NV,89134,D20,
43302164,9,,,"FACES, INC.",RESCUE AND ADOPTION OF DOGS.,1999,D,D20,MA,1090,D20,
731628436,9,,,Fairbanks Animal Shelter Fund,enhance care and promote adoption of shelter RR Animals,2003,Z,D20,AK,99707,D20,
710764558,9,,,FAIRFIELD BAY ANIMAL PROTECTION LEAGUE,Humane society - care & adoption of dogs & cats,2001,D,D20,AR,72088,D20,
521302627,9,,,FARN ANIMAL REFORM MOVEMENT,EDUCATION PROM ANIMAL RIGHTS,1998,D,D20,MD,20817,D01,
742726459,9,,,FAYETTE COUNTY ANIMAL SHELTER,ANIMAL SHELTER,2000,D,D20,TX,78945,D20,
581592706,9,,,FAYETTE COUNTY HUMANE SOCIETY,CARE AND PROTECTION OF ANIMALS,1998,D,D20,GA,30214,D20,
251111466,9,,,FAYETTE COUNTY SOCIETY FOR PREVENTION OF CRUELTY TO ANIMALS,PREVENTION OF CRUELTY OF ANIMALS,1998,D,D20,PA,15401,D20,
550542397,9,,,"FAYETTE HUMANE SOCIETY, INC.",CARE & TREATMENT OF PETS,1999,D,D20,WV,25840,D20,
562082507,9,,,FELINE HOPE ANIMAL SHELTER,Animal shelter,2001,D,D20,NC,27949,D20,
571021144,9,,,"FELINE REFUGE, INC.",TO COLLECT UNWANTED AND STRAY CATS. TO HAVE EACH CAT CHECKED BY A VETERNARIAN. TO PLACE ILL CATS UNDER VETERNARY CARE AND TO OFFER HEALTHY CATS FOR ADOPTION.,1999,D,D20,SC,29465,D20,
593459694,9,,,FELINE RESCUE ADOPTION PROGRAM INC,IMPROVE WELFARE OF CATS,1999,D,D20,FL,32204,D20,
680541727,9,,,Feline Rescue and Rehome,RESCUE AND REHOME OF FELINES,2003,D,D20,AR,72058,D20,
411876072,9,,,FELINE RESCUE INCORPORATED,CAT SHELTER,1998,D,D20,MN,55114,D20,
161624014,9,,,FELINE VETERINARY EMERGENCY ASSISTANCE PROGRAM,GRANTS TO PEOPLE TO ASSIST WITH VET BILLS,2003,D,D20,CA,95993,D40,
954490600,9,,,Felines & Friends,Rescue and Care of Stray Animals,2003,D,D20,CA,90231,D20,
931168181,9,,,FERAL CAT COALITION OF OREGON,TO SPAY OR NEUTER FERAL CATS AT FREE CLINICS.,1998,D,D20,OR,97202,D20,
752761441,9,,,FERAL FRIENDS ANIMAL RESCUE & ASSISTANCE,695 ANIMAL ADOPTIONS (RESCUED),1999,D,D20,TX,75002,D20,
61386567,9,,,"FERRET ASSOCIATION OF CT, INC.","Helping ferrets, ferret owners & caretakers",1999,D,D20,CT,6106,D20,
20479809,9,,,FERRET WISE RESCUE & REHAB. SHELTER,HOSPICE CARE FOR FERRETS,2000,D,D20,NH,3455,D20,
431824340,9,,,FIELDSTONE FARM FOUNDATION,TO PROVIDE HUMANE TREATMENT OF HORSES UNTIL DEATH,2000,D,D20,MO,63343,D20,
582421963,9,,,FINAL PURR KITTEN RESCUE INC,ANIMAL RESCUE HUMANE SOCIETY,1999,D,D20,GA,30005,D20,
680487623,9,,,FINALLY HOME PET RESCUE,Pet Adoptions into permanent homes,2003,D,D20,TX,77586,D20,
330210572,9,,,FIRST FRIDAY FRIARS OF ORANGE COUNTY,Over see local units,2001,D,D20,CA,92711,D20,
541394739,9,,,"FLAG, INC. FOR THE LOVE OF ANIMALS IN GOOCHLAND",MAINTAIN KENNEL FOR HOMELESS ANIMALS,1998,D,D20,VA,23103,D20,
860788770,9,,,"Flagstaff Pet Assistance League, Inc",Educate and assist organizations and individuals,2002,D,D20,AZ,86003,D20,
411918578,9,,,FLAT-COATED RETRIEVER ARGUS FOUNDATION,PROMOTION OF BREEDING RETRIEVERS,1999,D,D20,IL,60069,D20,
931079548,9,,,FLORENCE AREA HUMANE SOCIETY INC,Care & adopting out anami,1999,D,D20,OR,97439,D20,
592959199,9,,,"FLORIDA VOICES FOR ANIMALS, INC.",ANIMAL RIGHTS EDUCATION,1998,D,D20,FL,33682,D01,
752727224,9,,,Flower Mound Humane Society,Rescue homeless pets,2001,D,D20,TX,75028,D20,
311051392,9,,,FLOYD COUNTY ANIMAL RESCUE LEAGUE INC,ANIMAL SHELTER,1998,D,D20,IN,47151,D20,
860789269,9,,,FOOTHILLS ANIMAL RESCUE,RESCUING AND ADOPTING OUT ANIMALS,1998,D,D20,AZ,85331,D20,
223862578,9,,,FOR THE LOVE OF HORSES INC,Animal Welfare,2003,D,D20,PA,16434,D20,
752991260,9,,,For The Luv of Dogz Inc,DOG RESCUE,2002,D,D20,AZ,85258,D20,
481131814,9,,,"FORD COUNTY HUMANE SOCIETY, INC",PREVENTION OF CRUELTY TO ANIMALS,1998,D,D20,KS,67801,D20,
521632907,9,,,FORGOTTEN PETS INC,ANIMAL WELFARE AND ADOPTION,1998,D,D20,NJ,7054,D20,
640514796,9,,,FORREST COUNTY HUMANE SOCIETY,ANIMAL SHELTER,1999,D,D20,MS,39403,D20,
237055886,9,,,"FORSYTH HUMANE SOCIETY D.D. SCHOULER CHAPTER, INC.",PROMOTE HUMANE TREATMENT OF ANIMALS,1998,D,D20,NC,27113,D20,
222573791,9,,,"FOUNDATION FOR ANIMAL PROTECTION, INC",PREVENT SUFFERING OF ANIMALS,1998,D,D20,CT,6804,D20,
860832360,9,,,FOUNDATION FOR ANIMALS IN RISK,ANIMAL WELFARE-PREVENTING CRUELTY,1998,D,D20,AZ,85741,D20,
231413676,9,,,FRANCISVALE HOME FOR SMALLER ANIMALS,TO PROVIDE CARE FOR ANIMALS,1998,D,D20,PA,19087,D20,
610498423,9,,,"FRANKLIN COUNTY HUMANE SOCIETY, INC.",PROVIDING CARE TO ANIMALS.,1998,D,D20,KY,40602,D20,
364403202,9,,,"FREE SPIRIT SIBERIAN RESCUE, INC","CARE AND ADOPTION OF NEGLECTED, HOMELESS HUSKIES",2003,D,D20,IL,60033,L41,
621384008,9,,,"FREEDOM FARM ANIMAL SANCTUARY, INC.","Rescues abused, abandoned, and unwanted animals.",2001,D,D20,TN,37077,D20,
841068936,9,,,"FREEDOM SERVICE DOGS, INC",TRAIN & CERTIFY SERVICE DOGS,1998,D,D20,CO,80215,P80,
320009655,9,,,French Bulldog Club of America Rescue League,"TO PROVIDE FOR THE RESCUE, REHABILITATION AND PLACEMENT OF FRENCH BULLDOGS WHICH HAVE BEEN ABANDONED MISTREATED, INJURED AND ARE OTHERWISE IN NEED OF SPECIAL CARE",2002,D,D20,OH,44274,D20,
954593691,9,,,"FRESH START VICTORIAN CAT SHELTER, INC",RESCUE AND ADOPT CATS AND KITTENS,1998,D,D20,CA,91768,D20,
311186292,9,,,"FRIED'S CAT SHELTER, INC.",PROVIDE HOMES FOR HOMELESS CATS,1998,D,D20,IN,46360,D20,
10682123,9,,,FRIENDS FOR LIFE ANIMAL RESCUE INC,ANIMAL ADOPTIONS,2002,D,D20,MD,21754,D20,
860726443,9,,,FRIENDS FOR LIFE ANIMAL SANCTUARY,"The purpose of the corporation shall be to provide behavior guidance and to promote the health, social, educational, vocational and character development of boys and girls. The corporation initially intends its business to operate the girls and boys clubs of the communities composing of that area known as the East Valley which exists in Maricopa and Pinal Counties, and State of Arizona.",1998,D,D20,AZ,85283,D20,
954098708,9,,,FRIENDS FOR PETS FOUNDATION,ANIMAL WELFARE,1998,D,D20,CA,91311,D20,
363519881,9,,,FRIENDS FOREVER HUMANE SOCIETY,PREVENTION OF CRUELTY TO ANIMALS,1998,D,D20,IL,61032,D20,
593536821,9,,,"FRIENDS FUR LIFE, INC.",FRIENDS FUR LIFE HAS FOUND NEW HOMES FOR 617 HOMELESS AND DISPLACED DOGS AND CATS DURING THE PAST YEAR.,1999,D,D20,FL,32806,D20,
42756938,9,,,FRIENDS OF AMHERST'S STRAY ANIMALS,HUMANE ANIMAL SHELTER,1998,D,D20,MA,1004,D20,
562397174,9,,,"Friends of Animal Shelters, Inc.",ANIMAL SHELTER SUPPORT,2003,D,D20,VA,22965,D11,
943426930,9,,,Friends of Animals - Mississippi,Spay & Neuter Companion Feral Homeless Animals,2003,D,D20,MS,39501,D11,
431305256,9,,,FRIENDS OF ANIMALS HUMANE SOCIETY,THRIFT SHOP TO SUPPORT ANIMAL SHELTER,2000,D,D20,MO,65026,D11,
581951231,9,,,FRIENDS OF CATS AND DOGS FOUNDATION,TO TAKE CARE OF CATS AND DOGS,1998,D,D20,AL,35243,D20,
621863901,9,,,Friends of Chattanooga Animal Services,Supporting Chattanooga Animal Svc,2003,Z,D20,TN,37406,D11,
621628366,9,,,FRIENDS OF COLLIERVILLE ANIMAL SHELTER,ANIMAL SHELTER,1998,D,D20,TN,38017,D11,
731386890,9,,,FRIENDS OF FELINES INC,ANIMAL WELFARE ORGANIZATION,2002,D,D20,OK,74307,D20,
10500759,9,,,FRIENDS OF FERAL FELINES,TO AID STRAY CAT COLONIES BY PROVIDING NECESSARY HEALTH SERVICES AS WELL AS FOOD. ALSO EDUCATE THE PUBLIC ON ISSUES CONCERNING CAT OVER-POPULATION.,2000,D,D20,ME,4104,D20,
311622591,9,,,"FRIENDS OF GUMMI, INC.","TRAP, NEUTER AND PLACE ANIMALS INTO ADOPTED HOMES",2001,D,D20,FL,34102,D20,
561865702,9,,,"FRIENDS OF MADISON COUNTY ANIMALS, INC.",PROMOTE ANIMAL WELFARE,1998,D,D20,NC,28753,D20,
841449734,9,,,FRIENDS OF PARK COUNTY ANIMALS,HUMANE SOCIETY USING ADOPTION & EDUCATION AS VEHICLES FOR PROMOTION OF ANIMAL WELFARE,1999,D,D20,CO,80421,D20,
341801145,9,,,FRIENDS OF PETS,CARE & ADOPTION OF HOMELESS ANIMALS,1998,D,D20,OH,44223,D20,
943095459,9,,,FRIENDS OF PETS,TO PROMOTE ADOPTIONS ASSIST WITH SPAY/NEUTERS ADVOCATE FOR UNWANTED PETS.,1998,D,D20,AK,99524,D20,
330515856,9,,,"FRIENDS OF SADDLEBACK VALLEY ANIMALS, INC",Animal welfare,2002,D,D20,CA,92692,D20,
363973645,9,,,"FRIENDS OF STRAYS, INC.",PROTECT AND CARE FOR STRAY AND UNWANTED ANIMALS.,1999,D,D20,IL,61356,D20,
582025936,9,,,FRIENDS OF THE ANIMAL SHELTER,Animal welfare/bldg new shelter,1998,D,D20,TN,37822,D11,
911853116,9,,,FRIENDS OF THE ANIMALS FOUNDATION W. SEATTLE CAT RESCUE,CAT RESCUE,1998,D,D20,WA,98106,D20,
43060594,9,,,"FRIENDS OF THE PLYMOUTH POUND, INC.",MEDICAL TREATMENT & FINDING HOMES FOR PETS,1998,D,D20,MA,2345,D20,
223215493,9,,,FRIENDS OF THE SHELTER INC.,PREVENTION OF CRUELTY TO ANIMALS,1998,D,D20,NJ,7011,D20,
61469856,9,,,FRIENDS OF THE STAMFORD ANIMAL SHELTER,ASSIST WITH CARE & PLACEMENT OF ANIMALS,1999,D,D20,CT,6902,D20,
223072031,9,,,"FRIENDS OF WAYNE ANIMALS, INC.",ANIMAL CARE,1998,D,D20,NJ,7470,D20,
542056010,9,,,Friends United with the Richmond Shelter (FURS) Inc.,Canine Rescue and Adoptions,2002,D,D20,VA,23233,D20,
341341180,9,,,FULTON COUNTY HUMANE SOCIETY,ANIMAL CARE & HUMANE CARE,1998,D,D20,OH,43533,D20,
141780141,9,,,"FULTON COUNTY SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS, INC.",PROTECTION OF ABUSED ANIMALS,2002,D,D20,NY,12025,D20,
383196533,9,,,GAIA REHABILITATION SHELTER,PREVENT ANIMAL CRUELTY,1999,D,D20,MI,48170,D20,
561163492,9,,,"GASTON HUMANE SOCIETY, INC.","PET ADOPTION, SPAY & NEUTER PROGRAM.",1998,D,D20,NC,28053,D20,
582415162,9,,,"GATEWAY PET RESCUE, INC","AN ORGANIZATION DEDICATED TO PROTECTING AND NURTURING HOMELESS ANIMALS, EDUCATING THE PUBLIC IN HUMANE CARE OF ANIMALS AND REDUCING OVER POPULATION BY A STRONG SPAYING AND NEUTERING PROGRAM",1999,D,D20,GA,30513,D20,
592415162,9,,,"Gateway Pet Rescue, Inc.","AN ORGANIZATION DEDICATED TO PROTECTING AND NURTURING HOMELESS ANIMALS, EDUCATING THE PUBLIC IN HUMANE CARE OF ANIMALS AND REDUCING OVER POPULATION BY A STRONG SPAYING AND NEUTERING PROGRAM",2002,D,D20,GA,30513,D20,
561857148,9,,,GERMAN SHEPHERD RESCUE & ADOPTION SERVICE,TO SAVE ABANDONED & STRAY DOGS,1998,D,D20,NC,27619,D20,
522131903,9,,,"GERMAN SHEPHERD RESCUE OF MARYLAND, INC.",RESCUE AND PLACE UNWANTED GERMAN SHEPHERD DOGS,1999,D,D20,MD,20738,D20,
232998067,9,,,GERMAN SHEPHERD RESCUE OF SOUTHEASTERN PENNSYLVANIA,"TO PROVIDE VETERINARY CARE AND TEMPORARY SHELTER, INCLUDING SPAYING AND NEUTERING, TO GERMAN SHEPHERDS WHO ARE NO LONGER WANTED BY THEIR OWNERS AND / OR WHO NEED RESCUE FROM VARIOUS SHELTERS AND HUMANE SOCIETIES WHICH ARE NO LONGER ABLE TO HOLD THE DOGS F",2002,D,D20,PA,19115,D20,
364211118,9,,,"GERMAN SHEPHERD RESCUE, INC.","THE NAME OF THE CLUB IS GERMAN SHEPHERD RESCUE, INC. THE FOUNDING DATE IS MARCH 17, 1995 AND ON JANUARY 6, 1998 THE ORGANIZATION WAS INCORPORATED AS A NON-PROFIT CORPORATION IN THE STATE OF ILLINOIS. THE PURPOSE OF THIS ORGANIZATION IS TO PROTECT AND PRESERVE THE GERMAN SHEPHERD DOG BREED. OUR MISSION IS TO FIND HOMES FOR ABANDONED, STRAY, ABUSED AND NEGLECTED GERMAN SHEPHERD DOGS AND TO STOP THE CYCLE OF NEGLECT AND EDUCATE THE PUBLIC ON RESPONSIBLE DOG OWNERSHIP.",1999,D,D20,IL,60076,D20,
562301023,2,1,,GIMME SHELTER INC,WILDLIFE RESCUE & SHELTERING,2003,D,D20,MD,21791,D20,
510206238,9,,,GLOUCESTER MATHEWS HUMANE SOCIETY INC.,CARE OF HOMELESS & ABUSED ANIMALS,1998,D,D20,VA,23061,D20,
470841438,9,,,"GO DOGS, INC",TO ESTABLISH A BETTER RELATIONSHIP BETWEEN DOG & OWNER,2002,D,D20,NE,68134,D20,
232914530,9,,,GOING HOME GREYHOUNDS,To provide permanent private homes to greyhound dogs after they have been retired from the dog racing profession,1999,D,D20,PA,15090,D20,
311433888,9,,,GOLDEN ENDINGS: GOLDEN RETRIEVERS RESCUE,GOLDEN RETRIEVER RESCUE,1998,D,D20,OH,43061,D20,
431841163,9,,,GOLDEN RECOVERY RETRIEVING - GRRRR MID-WEST,REHOMING GOLDEN RETRIEVER DOGS,2000,D,D20,MO,64014,D20,
561521983,9,,,GOLDEN RETREIVER RESCUE CLUB OF CHARLOTTE,THE RESCUE AND PLACEMENT OF GOLDEN RETRIEVERS,1999,D,D20,NC,28227,D20,
352034730,9,,,GOLDEN RETRIEVER RESCUE AND COMMUNITY EDUCATION,Rescue Golden Retrievers,2002,D,D20,IN,46168,D20,
300120421,9,,,"Golden Retriever Rescue Club of Charlotte, Inc",The rescue of Golden Retrievers,2002,D,D20,NC,28227,D20,
470758414,9,,,"GOLDEN RETRIEVER RESCUE IN NEBRASKA, INC",Providing shelter & care for golden retrievers,2003,D,D20,NE,68022,D20,
582186090,9,,,GOLDEN RETRIEVER RESCUE OF ATLANTA,TO FACILITATE PLACEMENT OF UNWANTED GOLDEN RETRIEVERS,1999,D,D20,GA,30269,D20,
161558020,9,,,Golden Retriever Rescue of CNY,Re-Homing of Displaced Golden Retrieves,2002,D,D20,NY,13053,D20,
223514400,9,,,"GOLDEN RE-TRIEVER RESCUE, INC",Golden Retriever rescue and adoption,2000,D,D20,NJ,7435,D20,
770446680,9,,,GOLDEN RETRIEVERS IN CYBERSPACE,"GOLDEN RETRIEVERS RESCUE, EDUCATION, ETC",1998,D,D20,CA,94087,D20,
141849447,9,,,Golden State Greyhound Adoption,GREYHOUND ADOPTION,2003,D,D20,CA,94598,D20,
237297778,9,,,GOLDEN STATE HUMANE SOCIETY,SERVICE TO THE GENERAL PUBLIC,1998,D,D20,CA,92641,D20,
522194701,9,,,GOLDHEART GOLDEN RETRIEVER RESCUE INC,"Rescue, treat & find homes for unwanted dogs & educate public",2001,D,D20,MD,21131,D20,
581896389,9,,,GOOD MEWS ANIMAL FOUNDATION INC.,NO KILL SHELTER FOR ABUSED/ABANDONED CATS,1998,D,D20,GA,30345,D20,
61369813,9,,,"Goshen Humane Society, Inc.",ANIMAL RESCUE,2002,D,D20,NY,10924,D20,
113458976,9,,,GRATEFUL GREYHOUNDS INC,Adoption of Greyhounds,2000,D,D20,NY,11703,D20,
522238908,9,,,"GRATEFUL PAWS, INC",Provide veterinary care to abandoned animals prior to placement in permanent homes.,2001,D,D20,MD,21638,D20,
751561449,9,,,GRAYSON COUNTY HUMANE SOCIETY,"ANIMAL CARE, PROTECTION",2003,D,D20,TX,75091,D20,
770464407,9,,,GREAT DANE RESCUE OF NORTHERN CALIFORNIA,Rescue Great Danes,2002,D,D20,CA,95124,D20,
742816528,9,,,GREAT PLAINS EARTH INSTITUTE,NONPROFIT ORGANIZATION,1999,D,D20,KS,67214,D20,
300038705,9,,,Great Pyrenees Rescue of Central Illinois Inc,Rescue & Care of animals,2003,D,D20,IL,61704,D20,
364469325,9,,,GREAT PYRENEES RESCUE OF GREATER CHICAGO,Charitable & Educ.; Animal Welfare,2003,D,D20,IL,60041,D20,
631017786,9,,,GREATER BIRMINGHAM HUMANE SOCIETY,RAISE MONEY FOR ANIMAL SHELTER,1999,D,D20,AL,35242,D20,
20366894,9,,,"GREATER DEARY HUMANE SOCIETY, INC",TO PROVIDE ANIMAL RELATED SERVICES,1998,D,D20,NH,3041,D20,
237398666,9,,,"GREATER DERRY HUMANE SOCIETY, INC",TO PROVIDE ANIMAL RELATED SERVICES,1999,D,D20,NH,3041,D20,
382388024,9,,,"GREATER HILLSDALE HUMANE SOCIETY, INC",PREVENT CRUELTY TO ANIMALS,1999,D,D20,MI,49242,D20,
237093527,9,,,GREATER HUNTSVILLE HUMANE SOCIETY INC,HUMANE CARE & PLACEMENT OF ANIMALS,1998,D,D20,AL,35805,D20,
200212147,9,,,Greater North Texas Animal Rescue League,The Greater North Texas Animal Rescue League's Spay/Neuter Program will provide financial support to reduce pet overpopulation in our community by working with local animal shelters and local veterinarians. The Greater North Texas Animal Rescue League wil,2003,D,D20,TX,75027,D20,
161497039,9,,,"GREECE RESIDENTS ASSISTING STRAY PETS, INC.",TO CARE FOR STRAY PETS.,1998,D,D20,NY,14626,D20,
541805483,9,,,"GREENER PASTURES EQUINE SANCTUARY, INC.",SHELTER FOR HOMELESS HORSES,1998,D,D20,MD,21915,D20,
42456744,9,,,"GREENFIELD AREA ANIMAL SHELTER, INC.","TO PROVIDE FACILITIES FOR USES WITHIN THE FOLLOWING AREAS: STRAY ANIMAL REFUGE, ADOPTIONS AND SPRAY/NEUTER PROGRAMS.",1998,D,D20,MA,1302,D20,
611184767,9,,,"GREENUP COUNTY HUMANE SOCIETY, INC.",To establish a NO KILL animal shelter,2001,D,D20,KY,41139,D20,
576000563,9,,,GREENVILLE HUMANE SOCIETY,THE PURPOSE OF THE HUMANE SOCIETY IS THE PREVENTION OF SUFFERING OF ANIMALS.,1998,D,D20,SC,29609,D20,
860705799,9,,,GREYHOUND ADOPTION LEAGUE,ADOPTION OF GREYHOUNDS,1998,D,D20,AZ,85746,D20,
650825239,9,,,"GREYHOUND ADOPTION LEAGUE S/F, INC.",PROVIDE HOMES AND TEMPORARY HOUSING OF GREYHOUND ANIMALS PRIOR TO ADOPTION.,2000,D,D20,FL,33411,D20,
351905454,9,,,"GREYHOUND COMPANIONS OF INDIANA, INC.",OUR PRIMARY GOAL IS TO RESCUE AND RELOCATE RETIRED RACING GREYHOUNDS.,1998,D,D20,IN,46514,D20,
431676897,9,,,"GREYHOUND COMPANIONS, INC.",TO RESCUE RETIRED RACING GREYHOUNDS,1998,D,D20,MO,63130,D20,
43278835,9,,,GREYHOUND FRIENDS - WEST INC,RESCUE; CARE & APPRECIATION FOR GREYHOUND DOGS.,1998,D,D20,NJ,7675,D20,
911691379,9,,,GREYHOUND FRIENDS NORTHWEST,WELFARE OF RACING GREYHOUND DOGS,1998,D,D20,WA,98027,D20,
561963355,9,,,"GREYHOUND FRIENDS OF NORTH CAROLINA, INC.",SAVING THE LIVES OF RETIRED RACERS,1998,D,D20,NC,27310,D20,
364120253,9,,,GREYHOUND PET CONNECTION,ADOPT OUT RETIRED GREYHOUNDS,1998,D,D20,IL,60098,D20,
954231567,9,,,GREYHOUND PETS OF AMERICA,TO FOSTER THE HUMANE TREATMENT OF RETIRED RACING GREY HOUNDS,1998,D,D20,AZ,86326,D20,
954114011,9,,,GREYHOUND PETS OF AMERICA (NATIONAL),CARE OF RETIRED RACING GREYHOUNDS,2002,D,D20,CA,90631,D20,
742762533,9,,,Greyhound Pets of America / Central Texas,Finding homes for retired greyhounds,2002,D,D20,TX,78757,D20,
42969202,9,,,GREYHOUND PETS OF AMERICA MASS INC,PLACEMENT OF RETIRED GREYHOUNDS,1998,D,D20,MA,2346,D20,
541991029,9,,,Greyhound Pets of America NoVA,Greyhound rescue & adoption,2001,D,D20,VA,22195,D20,
330677770,9,,,GREYHOUND PETS OF AMERICA ORANGE COUNTY & GREATER LOS ANGELES,TO FOSTER THE HUMANE TREATMENT OF RETIRED RACING GREYHOUNDS. MEDIATING ADOPTIONS OF GREYHOUNDS NO LONGER USED FOR RACING AND ABANDONED GREYHOUNDS. EDUCATION AND PROMOTION OF PUBLIC AWARENESS OF THE AVAILABILITY OF EX-RACING GREYHOUNDS AS FAMILY PETS. PROV,2002,D,D20,CA,90631,D20,
650125572,9,,,GREYHOUND PETS OF AMERICA/FL SE COAST CHAPTER,RETIRED RACING GREYHOUNDS ADOPTION/RESCUE/EDUCATION,1998,D,D20,FL,33461,D20,
134123718,9,,,GREYHOUND RESCUE & REHABILITATION,To save greyhounds,2001,D,D20,NY,10518,D20,
161589191,9,,,"GREYHOUND RESCUE ADOPTION TEAM, INC",GREYHOUND RESCUE & ADOPTION,2002,D,D20,NY,14207,D20,
